word,lemma,pos,freq
effect,effect,NN,1867
century,century,NN,1853
level,level,NN,1853
really,really,RB,1851
power,power,NN,1849
say,say,VB,1846
interest,interest,NN,1841
particularly,particularly,RB,1839
done,do,VBN,1829
five,five,CD,1825
usually,usually,RB,1813
ever,ever,RB,1813
sometimes,sometimes,RB,1813
job,job,NN,1812
management,management,NN,1810
using,use,VBG,1806
therefore,therefore,RB,1803
society,society,NN,1794
war,war,NN,1793
city,city,NN,1792
week,week,NN,1784
nothing,nothing,PRP,1783
human,human,JJ,1781
university,university,NN,1779
difficult,difficult,JJ,1774
office,office,NN,1761
centre,centre,NN,1759
data,data,NN,1748
mind,mind,NN,1747
land,land,NN,1742
help,help,VB,1739
industry,industry,NN,1737
himself,himself,PRP,1733
period,period,NN,1729
certain,certain,JJ,1728
room,room,NN,1724
market,market,NN,1722
experience,experience,NN,1716
'm,be,VBP,1713
including,including,IN,1709
found,find,VBD,1708
probably,probably,RB,1708
women,woman,NNS,1692
special,special,JJ,1691
've,have,VBP,1674
thus,thus,RB,1661
especially,especially,RB,1658
community,community,NN,1655
schools,school,NNS,1652
itself,itself,PRP,1651
care,care,NN,1640
programme,programme,NN,1635
began,begin,VBD,1628
soon,soon,RB,1627
real,real,JJ,1627
terms,term,NNS,1625
're,be,VBP,1622
upon,upon,IN,1616
little,little,JJ,1604
similar,similar,JJ,1588
million,million,CD,1585
know,know,VBP,1582
around,around,IN,1580
type,type,NN,1579
little,little,DT,1578
come,come,VB,1576
enough,enough,RB,1576
nature,nature,NN,1572
clear,clear,JJ,1570
students,student,NNS,1563
common,common,JJ,1561
whole,whole,JJ,1560
says,say,VBZ,1559
necessary,necessary,JJ,1553
library,library,NN,1553
england,england,NNP,1552
study,study,NN,1548
words,word,NNS,1548
among,among,IN,1547
eyes,eye,NNS,1547
either,either,RB,1547
economic,economic,JJ,1547
uk,uk,NNP,1542
thought,think,VBD,1541
seems,seem,VBZ,1541
looked,look,VBD,1539
range,range,NN,1536
all,all,RB,1536
systems,system,NNS,1536
white,white,JJ,1523
name,name,NN,1521
change,change,NN,1520
further,far,JJR,1517
behaviour,behaviour,NN,1515
4,4,CD,1513
idea,idea,NN,1510
mr,mr,NNP,1506
need,need,NN,1502
only,only,JJ,1499
make,make,VBP,1494
need,need,VBP,1492
air,air,NN,1486
mother,mother,NN,1482
so,so,IN,1480
council,council,NN,1471
short,short,JJ,1469
months,month,NNS,1463
history,history,NN,1462
parents,parent,NNS,1452
whose,whose,WDT,1444
six,six,CD,1443
law,law,NN,1443
town,town,NN,1441
view,view,NN,1439
natural,natural,JJ,1437
knew,know,VBD,1436
other,other,NN,1432
species,species,NN,1432
face,face,NN,1428
church,church,NN,1426
science,science,NN,1426
evidence,evidence,NN,1420
saw,see,VBD,1417
production,production,NN,1416
think,think,VBP,1414
groups,group,NNS,1414
policy,policy,NN,1412
based,base,VBN,1411
thing,thing,NN,1411
open,open,JJ,1410
question,question,NN,1410
department,department,NN,1410
10,10,CD,1409
big,big,JJ,1409
practice,practice,NN,1409
chapter,chapter,NN,1406
long,long,RB,1404
environment,environment,NN,1404
gave,give,VBD,1403
taking,take,VBG,1397
various,various,JJ,1397
energy,energy,NN,1396
changes,change,NNS,1394
result,result,NN,1393
looking,look,VBG,1385
action,action,NN,1384
better,good,JJR,1379
provide,provide,VB,1377
sense,sense,NN,1368
central,central,JJ,1366
studies,study,NNS,1364
a,a,SYM,1360
cases,case,NNS,1360
across,across,IN,1357
members,member,NNS,1349
animals,animal,NNS,1347
right,right,JJ,1335
political,political,JJ,1333
around,around,RB,1331
ground,ground,NN,1330
use,use,VB,1330
reason,reason,NN,1328
simply,simply,RB,1327
felt,feel,VBD,1327
had,have,VBN,1325
recent,recent,JJ,1323
committee,committee,NN,1323
someone,someone,PRP,1322
think,think,VB,1322
companies,company,NNS,1321
kind,kind,NN,1319
anything,anything,PRP,1314
am,be,VBP,1313
&,&,CC,1312
conditions,condition,NNS,1312
third,third,JJ,1307
free,free,JJ,1305
building,building,NN,1305
seemed,seem,VBD,1305
books,book,NNS,1303
5,5,CD,1297
half,half,DT,1297
levels,level,NNS,1292
support,support,NN,1292
table,table,NN,1286
team,team,NN,1285
role,role,NN,1285
personal,personal,JJ,1280
indeed,indeed,RB,1271
value,value,NN,1268
music,music,NN,1265
approach,approach,NN,1265
rate,rate,NN,1264
material,material,NN,1258
become,become,VB,1248
subject,subject,NN,1248
father,father,NN,1246
asked,ask,VBD,1245
present,present,JJ,1244
want,want,VBP,1243
feet,foot,NNS,1240
low,low,JJ,1238
home,home,RB,1237
greater,great,JJR,1237
working,work,VBG,1236
keep,keep,VB,1234
today,today,RB,1233
authority,authority,NN,1232
population,population,NN,1230
black,black,JJ,1229
built,build,VBN,1229
knowledge,knowledge,NN,1228
death,death,NN,1228
ways,way,NNS,1227
single,single,JJ,1226
makes,make,VBZ,1225
hours,hour,NNS,1225
matter,matter,NN,1221
older,old,JJR,1221
act,act,NN,1219
got,get,VBD,1217
take,take,VBP,1217
behind,behind,IN,1203
look,look,VB,1201
technology,technology,NN,1200
doing,do,VBG,1197
club,club,NN,1196
position,position,NN,1196
sure,sure,JJ,1196
road,road,NN,1185
morning,morning,NN,1179
left,leave,VBN,1178
simple,simple,JJ,1178
activity,activity,NN,1177
off,off,IN,1176
concerned,concerned,JJ,1176
financial,financial,JJ,1175
light,light,NN,1173
field,field,NN,1171
shown,show,VBN,1168
quality,quality,NN,1164
activities,activity,NNS,1164
south,south,NN,1161
industrial,industrial,JJ,1161
international,international,JJ,1160
told,tell,VBD,1160
situation,situation,NN,1159
patients,patient,NNS,1156
project,project,NN,1155
individual,individual,JJ,1153
door,door,NN,1153
clearly,clearly,RB,1151
certainly,certainly,RB,1149
report,report,NN,1148
section,section,NN,1145
true,true,JJ,1144
figure,figure,NN,1144
physical,physical,JJ,1143
cost,cost,NN,1141
teachers,teacher,NNS,1141
college,college,NN,1140
following,following,JJ,1136
member,member,NN,1135
relationship,relationship,NN,1135
stage,stage,NN,1135
private,private,JJ,1133
authorities,authority,NNS,1133
workers,worker,NNS,1126
numbers,number,NNS,1124
strong,strong,JJ,1122
according,accord,VBG,1117
come,come,VBP,1116
required,require,VBN,1115
computer,computer,NN,1114
per,per,IN,1112
late,late,JJ,1112
ago,ago,RB,1111
north,north,NN,1108
go,go,VBP,1107
work,work,VB,1106
hands,hand,NNS,1104
near,near,IN,1102
teacher,teacher,NN,1102
questions,question,NNS,1101
easy,easy,JJ,1100
minutes,minute,NNS,1098
royal,royal,JJ,1098
'd,would,MD,1097
poor,poor,JJ,1097
heart,heart,NN,1096
size,size,NN,1090
bank,bank,NN,1086
basis,basis,NN,1085
countries,country,NNS,1082
hospital,hospital,NN,1079
results,result,NNS,1078
god,god,NNP,1076
got,get,VBN,1075
means,means,NN,1073
say,say,VBP,1070
parts,part,NNS,1069
lot,lot,NN,1069
animal,animal,NN,1069
modern,modern,JJ,1068
right,right,NN,1068
due,due,JJ,1067
blood,blood,NN,1066
along,along,IN,1064
no,no,UH,1063
paper,paper,NN,1063
friends,friend,NNS,1061
'd,have,VBD,1061
higher,high,JJR,1060
effects,effect,NNS,1054
love,love,NN,1051
else,else,RB,1050
ideas,idea,NNS,1050
get,get,VBP,1046
english,english,JJ,1043
hard,hard,JJ,1043
woman,woman,NN,1043
party,party,NN,1043
street,street,NNP,1041
needs,need,NNS,1040
back,back,NN,1039
amount,amount,NN,1039
planning,planning,NN,1037
instead,instead,RB,1036
structure,structure,NN,1035
b,b,SYM,1032
advice,advice,NN,1030
held,hold,VBN,1029
space,space,NN,1027
ten,ten,CD,1024
attention,attention,NN,1023
american,american,JJ,1021
right,right,RB,1019
actually,actually,RB,1015
moment,moment,NN,1012
surface,surface,NN,1011
village,village,NN,1010
skills,skill,NNS,1006
wide,wide,JJ,1004
getting,get,VBG,1004
design,design,NN,998
evening,evening,NN,997
series,series,NN,997
police,police,NNS,997
trade,trade,NN,997
comes,come,VBZ,996
little,little,RB,994
model,model,NN,993
pressure,pressure,NN,990
useful,useful,JJ,990
throughout,throughout,IN,989
word,word,NN,989
essential,essential,JJ,989
et,et,NN,988
treatment,treatment,NN,983
loss,loss,NN,981
fish,fish,NN,981
above,above,IN,980
page,page,NN,978
trying,try,VBG,978
us,us,NNP,978
red,red,JJ,976
anyone,anyone,PRP,975
european,european,JJ,975
analysis,analysis,NN,973
class,class,NN,972
success,success,NN,971
environmental,environmental,JJ,968
shop,shop,NN,967
better,well,RB,967
language,language,NN,964
considerable,considerable,JJ,963
mrs,mrs,NNP,961
story,story,NN,960
task,task,NN,958
patient,patient,NN,958
turned,turn,VBD,957
total,total,JJ,954
tell,tell,VB,953
resources,resource,NNS,953
despite,despite,IN,952
sea,sea,NN,951
generally,generally,RB,950
set,set,VBN,949
materials,material,NNS,948
earth,earth,NN,948
further,further/far,RB,947
rest,rest,NN,947
park,park,NN,946
feel,feel,VB,946
east,east,NN,945
6,6,CD,944
longer,longer,RB,942
french,french,JJ,940
growth,growth,NN,939
degree,degree,NN,938
said,say,VBN,929
everyone,everyone,PRP,928
means,mean,VBZ,927
appropriate,appropriate,JJ,927
account,account,NN,927
price,price,NN,926
help,help,NN,921
basic,basic,JJ,921
west,west,NN,920
recently,recently,RB,920
considered,consider,VBN,920
court,court,NN,917
europe,europe,NNP,917
described,describe,VBN,916
yes,yes,UH,916
20,20,CD,915
nor,nor,CC,914
finally,finally,RB,913
performance,performance,NN,912
meeting,meeting,NN,911
bed,bed,NN,905
board,board,NN,904
coming,come,VBG,902
record,record,NN,902
professional,professional,JJ,901
wife,wife,NN,895
produced,produce,VBN,895
source,source,NN,892
original,original,JJ,891
types,type,NNS,888
addition,addition,NN,888
top,top,NN,887
summer,summer,NN,886
winter,winter,NN,885
everything,everything,PRP,885
fire,fire,NN,885
successful,successful,JJ,884
scotland,scotland,NNP,884
curriculum,curriculum,NN,884
wanted,want,VBD,883
st,st,NNP,882
george,george,NNP,882
scheme,scheme,NN,882
theory,theory,NN,882
methods,method,NNS,882
urban,urban,JJ,882
events,event,NNS,881
close,close,JJ,881
sort,sort,NN,881
specific,specific,JJ,880
ability,ability,NN,878
variety,variety,NN,877
left,leave,VBD,877
want,want,VB,877
provided,provide,VBN,871
brought,bring,VBN,871
final,final,JJ,870
lines,line,NNS,869
shall,shall,MD,869
effective,effective,JJ,868
choice,choice,NN,867
gone,go,VBN,867
easily,easily,RB,867
force,force,NN,866
serious,serious,JJ,866
look,look,VBP,864
bad,bad,JJ,864
quickly,quickly,RB,863
sound,sound,NN,860
feel,feel,VBP,860
plan,plan,NN,860
hall,hall,NN,858
needed,need,VBN,858
lower,low,JJR,857
along,along,RB,857
county,county,NN,856
oil,oil,NN,856
station,station,NN,855
put,put,VB,855
need,need,VB,853
james,james,NNP,852
yourself,yourself,PRP,852
normal,normal,JJ,852
safety,safety,NN,851
ca,can,MD,850
highly,highly,RB,849
products,product,NNS,849
whom,whom,WP,848
student,student,NN,848
list,list,NN,846
horse,horse,NN,846
use,use,VBP,845
friend,friend,NN,844
equipment,equipment,NN,842
significant,significant,JJ,842
produce,produce,VB,842
future,future,NN,842
like,like,VB,841
wrong,wrong,JJ,840
details,detail,NNS,838
find,find,VBP,837
method,method,NN,837
competition,competition,NN,837
weeks,week,NNS,836
let,let,VBP,833
records,record,NNS,831
association,association,NN,831
developed,develop,VBN,831
takes,take,VBZ,829
points,point,NNS,828
decision,decision,NN,827
trust,trust,NN,826
chance,chance,NN,825
current,current,JJ,823
jack,jack,NNP,822
voice,voice,NN,821
palace,palace,NN,819
birds,bird,NNS,816
site,site,NN,815
bit,bit,NN,815
commission,commission,NN,815
nuclear,nuclear,JJ,813
put,put,VBN,812
goods,goods,NNS,812
except,except,IN,811
outside,outside,IN,811
rules,rule,NNS,810
girls,girl,NNS,810
fine,fine,JJ,806
instance,instance,NN,806
factors,factor,NNS,806
al,al,NN,805
miles,mile,NNS,803
nearly,nearly,RB,803
costs,cost,NNS,803
less,less,DT,802
game,game,NN,802
lack,lack,NN,802
direction,direction,NN,800
gas,gas,NN,799
reasons,reason,NNS,798
carried,carry,VBN,798
king,king,NN,798
courses,course,NNS,796
france,france,NNP,794
capital,capital,NN,793
employment,employment,NN,793
giving,give,VBG,792
cat,cat,NN,792
whatever,whatever,WDT,790
come,come,VBN,790
hour,hour,NN,789
movement,movement,NN,788
disease,disease,NN,788
sir,sir,NNP,785
issues,issue,NNS,785
direct,direct,JJ,785
gives,give,VBZ,784
opportunity,opportunity,NN,784
seven,seven,CD,783
places,place,NNS,782
no,no,RB,782
1988,1988,CD,782
month,month,NN,779
girl,girl,NN,778
programmes,programme,NNS,778
risk,risk,NN,777
started,start,VBD,774
football,football,NN,774
eventually,eventually,RB,773
stock,stock,NN,772
works,works,NN,772
set,set,NN,771
beyond,beyond,IN,771
medical,medical,JJ,771
8,8,CD,769
regular,regular,JJ,768
deaf,deaf,JJ,767
cold,cold,JJ,765
dr,dr,NNP,765
cars,car,NNS,765
houses,house,NNS,764
include,include,VBP,764
used,used,MD,764
pay,pay,VB,761
previous,previous,JJ,760
give,give,VBP,759
become,become,VBP,759
forward,forward,RB,758
former,former,DT,757
stood,stand,VBD,757
goes,go,VBZ,757
labour,labour,NN,757
response,response,NN,755
extent,extent,NN,755
suddenly,suddenly,RB,754
season,season,NN,753
before,before,RB,752
boy,boy,NN,749
unit,unit,NN,748
issue,issue,NN,748
solution,solution,NN,748
forest,forest,NN,747
whole,whole,NN,747
circumstances,circumstance,NNS,747
son,son,NN,746
30,30,CD,745
front,front,NN,745
ones,one,NNS,745
understand,understand,VB,742
becomes,become,VBZ,742
german,german,JJ,742
complete,complete,JJ,740
become,become,VBN,739
units,unit,NNS,739
aware,aware,JJ,739
foreign,foreign,JJ,739
12,12,CD,738
popular,popular,JJ,737
designed,design,VBN,737
forms,form,NNS,737
trees,tree,NNS,735
farm,farm,NN,734
needs,need,VBZ,733
term,term,NN,733
provides,provide,VBZ,733
april,april,NNP,733
bring,bring,VB,732
style,style,NN,731
p,p,SYM,731
league,league,NN,729
may,may,NNP,728
libraries,library,NNS,727
immediately,immediately,RB,727
heavy,heavy,JJ,727
manager,manager,NN,726
interesting,interesting,JJ,725
colour,colour,NN,722
doubt,doubt,NN,722
responsibility,responsibility,NN,722
mainly,mainly,RB,722
event,event,NN,721
written,write,VBN,719
apart,apart,RB,717
cup,cup,NN,717
practical,practical,JJ,717
importance,importance,NN,715
meet,meet,VB,715
floor,floor,NN,713
scientists,scientist,NNS,713
myself,myself,PRP,713
shows,show,VBZ,713
plans,plan,NNS,712
involved,involved,JJ,712
william,william,NNP,711
map,map,NN,709
sites,site,NNS,706
skin,skin,NN,706
7,7,CD,705
selection,selection,NN,705
officer,officer,NN,705
oh,oh,UH,704
corbett,corbett,NNP,704
status,status,NN,703
rates,rate,NNS,703
march,march,NNP,702
scientific,scientific,JJ,702
stone,stone,NN,702
transport,transport,NN,700
jobs,job,NNS,700
ii,ii,CD,699
pain,pain,NN,698
fig.,fig.,NN,698
date,date,NN,697
marriage,marriage,NN,697
secretary,secretary,NN,696
street,street,NN,695
wrote,write,VBD,695
techniques,technique,NNS,695
facilities,facility,NNS,694
100,100,CD,693
expected,expect,VBN,691
show,show,VB,691
river,river,NN,690
survey,survey,NN,690
purpose,purpose,NN,689
product,product,NN,688
eye,eye,NN,687
collection,collection,NN,687
news,news,NN,685
leave,leave,VB,684
region,region,NN,684
carry,carry,VB,684
aspects,aspect,NNS,683
understanding,understanding,NN,682
letter,letter,NN,682
provision,provision,NN,682
15,15,CD,682
public,public,NN,681
difference,difference,NN,680
weight,weight,NN,680
relevant,relevant,JJ,680
museum,museum,NN,679
showed,show,VBD,679
larger,large,JJR,679
eight,eight,CD,678
responsible,responsible,JJ,678
interests,interest,NNS,677
wall,wall,NN,677
sources,source,NNS,677
following,follow,VBG,676
diet,diet,NN,676
income,income,NN,675
traditional,traditional,JJ,673
leaving,leave,VBG,673
concern,concern,NN,672
worth,worth,IN,670
garden,garden,NN,670
obvious,obvious,JJ,670
established,establish,VBN,670
deal,deal,NN,670
pattern,pattern,NN,670
application,application,NN,670
herself,herself,PRP,669
standards,standard,NNS,669
above,above,RB,668
lost,lose,VBN,668
sex,sex,NN,667
existing,existing,JJ,667
access,access,NN,666
sun,sun,NN,666
hair,hair,NN,665
division,division,NN,664
involved,involve,VBN,664
unless,unless,IN,663
fully,fully,RB,663
train,train,NN,662
legal,legal,JJ,662
sunday,sunday,NNP,662
discussion,discussion,NN,661
interview,interview,NN,661
asked,ask,VBN,659
ensure,ensure,VB,657
bodies,body,NNS,657
learning,learning,NN,657
told,tell,VBN,656
ask,ask,VB,656
boys,boy,NNS,655
arms,arm,NNS,654
ready,ready,JJ,654
individuals,individual,NNS,654
develop,develop,VB,654
couple,couple,NN,652
relatively,relatively,RB,652
1987,1987,CD,651
demand,demand,NN,651
none,none,PRP,650
allowed,allow,VBN,648
complex,complex,JJ,648
1981,1981,CD,648
died,die,VBD,647
waste,waste,NN,647
minister,minister,NN,647
c,c,SYM,646
round,round,RB,645
doctor,doctor,NN,645
work,work,VBP,645
educational,educational,JJ,644
cells,cell,NNS,644
thought,think,VBN,643
directly,directly,RB,643
saying,say,VBG,642
railway,railway,NN,641
ran,run,VBD,641
defence,defence,NN,640
teaching,teaching,NN,639
appeared,appear,VBD,639
operation,operation,NN,639
answer,answer,NN,638
put,put,VBP,638
january,january,NNP,638
largely,largely,RB,638
running,run,VBG,637
feelings,feeling,NNS,637
remains,remain,VBZ,636
picture,picture,NN,636
property,property,NN,635
text,text,NN,635
happy,happy,JJ,634
decisions,decision,NNS,634
increase,increase,NN,634
art,art,NN,632
i,i,CD,632
test,test,NN,630
primary,primary,JJ,630
turn,turn,NN,628
believe,believe,VBP,627
extra,extra,JJ,626
theatre,theatre,NN,626
figures,figure,NNS,626
latter,latter,DT,626
seem,seem,VBP,626
worse,bad,JJR,626
organisation,organisation,NN,626
50,50,CD,626
hot,hot,JJ,625
below,below,RB,625
glass,glass,NN,624
round,round,IN,624
commercial,commercial,JJ,624
economy,economy,NN,624
allow,allow,VB,623
try,try,VB,622
mary,mary,NNP,622
germany,germany,NNP,622
plant,plant,NN,621
slowly,slowly,RB,620
balance,balance,NN,620
peter,peter,NNP,620
appears,appear,VBZ,620
plants,plant,NNS,619
thought,thought,NN,618
top,top,JJ,617
green,green,JJ,616
introduction,introduction,NN,616
normally,normally,RB,615
june,june,NNP,615
providing,provide,VBG,615
playing,play,VBG,614
examples,example,NNS,614
try,try,VBP,613
investment,investment,NN,612
heard,hear,VBN,611
remember,remember,VBP,611
piece,piece,NN,610
later,late,JJR,609
alone,alone,RB,609
david,david,NNP,609
reference,reference,NN,609
seem,seem,VB,608
completely,completely,RB,608
past,past,JJ,608
potential,potential,JJ,608
progress,progress,NN,606
protection,protection,NN,604
best,best,RB,603
milk,milk,NN,603
famous,famous,JJ,602
buildings,building,NNS,601
subjects,subject,NNS,601
condition,condition,NN,601
deep,deep,JJ,600
october,october,NNP,599
effort,effort,NN,599
becoming,become,VBG,599
weather,weather,NN,598
bridge,bridge,NN,598
proportion,proportion,NN,598
banks,bank,NNS,597
names,name,NNS,597
assessment,assessment,NN,597
advantage,advantage,NN,596
published,publish,VBN,595
tried,try,VBD,595
cabinet,cabinet,NN,595
past,past,NN,594
smaller,small,JJR,594
race,race,NN,594
contract,contract,NN,593
average,average,JJ,593
processes,process,NNS,593
suitable,suitable,JJ,592
usual,usual,JJ,592
scale,scale,NN,592
partner,partner,NN,592
agricultural,agricultural,JJ,592
beautiful,beautiful,JJ,590
ancient,ancient,JJ,590
fear,fear,NN,590
speed,speed,NN,590
lives,life,NNS,590
once,once,IN,590
thomas,thomas,NNP,588
play,play,VB,588
kept,keep,VBN,587
put,put,VBD,587
paid,pay,VBN,587
frequently,frequently,RB,587
dark,dark,JJ,586
associated,associate,VBN,586
mental,mental,JJ,585
prices,price,NNS,584
mean,mean,VB,584
character,character,NN,584
wind,wind,NN,584
de,de,NNP,584
crime,crime,NN,584
moving,move,VBG,583
move,move,VB,583
players,player,NNS,583
rights,right,NNS,583
discussed,discuss,VBN,583
powerful,powerful,JJ,582
apparently,apparently,RB,582
learn,learn,VB,581
annual,annual,JJ,581
radio,radio,NN,580
continued,continue,VBD,580
followed,follow,VBN,580
career,career,NN,580
lord,lord,NNP,579
baby,baby,NN,578
exactly,exactly,RB,577
sat,sit,VBD,575
key,key,JJ,574
distance,distance,NN,573
whilst,whilst,IN,573
western,western,JJ,573
length,length,NN,573
machine,machine,NN,573
heat,heat,NN,573
provide,provide,VBP,572
born,bear,VBN,572
coal,coal,NN,572
blue,blue,JJ,571
placed,place,VBN,571
dead,dead,JJ,571
impact,impact,NN,571
requirements,requirement,NNS,570
window,window,NN,569
officers,officer,NNS,569
led,lead,VBD,569
positive,positive,JJ,569
technical,technical,JJ,568
projects,project,NNS,568
technique,technique,NN,567
corner,corner,NN,567
security,security,NN,567
husband,husband,NN,567
living,live,VBG,567
hear,hear,VB,566
wine,wine,NN,565
base,base,NN,564
horses,horse,NNS,563
through,through,RB,562
television,television,NN,562
hundred,hundred,CD,562
possibly,possibly,RB,562
1980,1980,CD,562
etc,etc,RB,561
difficulties,difficulty,NNS,561
otherwise,otherwise,RB,560
tree,tree,NN,560
excellent,excellent,JJ,560
